0.248434,0.298963,0.290467,0.248254,0.234653,0.294823,0.253590,0.215225,0.286439,0.135717,0.237179,0.177273,0.240307,0.296369,0.241310,0.241482,0.291594,0.237831,0.264727,0.080679,0.253972,0.178250,0.296637,0.233223,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.235666,0.290437,0.265414,0.132928,0.081310,0.279798,0.290164,0.057861,0.220711,0.161748,0.103972,0.110480,0.166401,0.257175,0.287318,0.285309,0.297504,0.260635,0.140462,0.112736,0.161690,0.286536,0.277743,0.298302,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.696592,0.682628,0.670900,0.669010,0.685017,0.579144,0.693972,0.570628,0.653011,0.689726,0.675322,0.476868,0.571383,0.450142,0.426750,0.731448,0.636142,0.683767,0.670943,0.569624,0.675310,0.725518,0.729260,0.684068,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.486361,0.685123,0.638294,0.617016,0.737626,0.693888,0.494092,0.668360,0.683445,0.693262,0.660642,0.632574,0.633810,0.469648,0.680889,0.430323,0.664082,0.490442,0.686785,0.544056,0.633237,0.670390,0.476674,0.639140,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.128655,0.243589,0.297416,0.096705,0.059898,0.187242,0.297460,0.241966,0.191505,0.127157,0.291970,0.321673,0.165225,0.298753,0.299257,0.128624,0.299725,0.251015,0.168903,0.148132,0.298187,0.097599,0.191146,0.094742,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.167088,0.128935,0.242285,0.313208,0.320643,0.265126,0.248937,0.163254,0.280381,0.085185,0.164567,0.161969,0.295645,0.113843,0.249740,0.218708,0.136137,0.227688,0.283121,0.136902,0.248270,0.278307,0.265470,0.265334,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.440927,0.372901,0.626734,0.355023,0.606261,0.628206,0.420900,0.154628,0.359625,0.289006,0.398067,0.183748,0.176528,0.231017,0.194931,0.282693,0.352835,0.551084,0.405656,0.215501,0.118863,0.153481,0.335093,0.327150,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.383353,0.484072,0.372649,0.347044,0.626654,0.626442,0.403612,0.441037,0.372543,0.353446,0.288518,0.134722,0.213698,0.214152,0.354275,0.491787,0.354674,0.385761,0.266033,0.540805,0.373760,0.383179,0.206920,0.103502,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.897506,0.049359,0.141026,1.142800,0.245257,0.188236,0.166319,0.893123,0.248098,0.198078,0.189558,1.143278,0.105666,0.841226,1.142266,1.095813,0.219399,0.125604,0.860271,0.188214,0.205124,0.185940,0.078492,0.858314,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.956371,1.141116,1.142076,0.049648,1.210320,0.188950,0.909299,0.239835,0.184835,0.860451,0.247009,0.123658,0.246605,0.197686,0.092571,0.272396,1.132554,1.132004,1.142522,1.142140,0.242548,1.131911,0.169985,0.179179,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.129213,0.117972,0.158247,0.086759,0.181172,0.157708,0.157529,0.158412,0.144807,0.144501,0.151817,0.158387,0.155100,0.156767,0.118709,0.130202,0.153476,0.115438,0.136493,0.156811,0.144270,0.144707,0.115066,0.151342,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.113934,0.151170,0.107111,0.121107,0.116333,0.136529,0.101804,0.154693,0.144576,0.090640,0.133499,0.134438,0.156252,0.160674,0.101585,0.155673,0.049318,0.133327,0.155196,0.152020,0.152253,0.115081,0.114656,0.086102,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.219151,0.257496,0.217366,0.192765,0.137363,0.226721,0.188364,0.102041,0.195017,0.127919,0.375599,0.205636,0.216084,0.076016,0.199681,0.220263,0.205701,0.218760,0.204360,0.192499,0.181414,0.192464,0.129298,0.198532,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.189535,0.215792,0.187545,0.125983,0.194766,0.132953,0.174529,0.142112,0.187933,0.126249,0.097648,0.226064,0.067782,0.081871,0.411204,0.226403,0.137621,0.391003,0.098973,0.132874,0.138275,0.129898,0.218680,0.072002,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.198424,0.174781,0.111545,0.269370,0.184073,0.204482,0.204275,0.099154,0.110999,0.184562,0.269656,0.162324,0.209184,0.261642,0.162020,0.265762,0.159614,0.262361,0.268566,0.202475,0.175320,0.161931,0.225393,0.264065,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.225127,0.303515,0.254045,0.251440,0.342850,0.197346,0.262092,0.268953,0.250699,0.265079,0.174292,0.347426,0.275440,0.356336,0.161483,0.197693,0.269799,0.234903,0.262424,0.261778,0.224899,0.253930,0.212260,0.262484,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.190087,0.136362,0.206136,0.043477,0.141748,0.205390,0.218063,0.110822,0.199561,0.134771,0.134395,0.100119,0.189237,0.109410,0.195379,0.204463,0.086377,0.105129,0.128392,0.110561,0.183631,0.111047,0.123921,0.188552,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.188322,0.200646,0.125782,0.188754,0.189637,0.129050,0.222607,0.187211,0.219195,0.192939,0.101630,0.120455,0.199525,0.187877,0.199443,0.098814,0.119943,0.135870,0.121275,0.124570,0.184098,0.098998,0.185081,0.044941,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0.688301,0.534987,0.566891,0.506374,0.671479,0.576718,0.534798,0.514617,0.554288,0.601962,0.538910,0.433004,0.516168,0.353687,0.533188,0.685768,0.525376,0.671675,0.543048,0.456557,0.601740,0.602234,0.557847,0.685677,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.701286,0.701286,0.501163,0.542684,0.625748,0.553800,0.567256,0.534234,0.562327,0.527309,0.535468,0.688490,0.568640,0.567579,0.384059,0.671512,0.541822,0.406949,0.576349,0.446021,0.534666,0.547073,0.696536,0.562795,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
