Metric Name, Min, Max, Mean, Median, P95
service_apdex-25, 0.175881, 0.865611, 0.451370, 0.429701, 0.771715
service_apdex-26, 0.109244, 0.975047, 0.470858, 0.467926, 0.815673
service_apdex-27, 0.128713, 0.821515, 0.449790, 0.426884, 0.750960
service_apdex-28, 0.151871, 1.036611, 0.457016, 0.421193, 0.807976
service_apdex-29, 0.116662, 1.329454, 0.491521, 0.394245, 0.981262
service_apdex-30, 0.082026, 0.709865, 0.397467, 0.425598, 0.688719
service_apdex-31, 0.160111, 1.424860, 0.505265, 0.487404, 0.754695
service_sidecar_internal_req_latency_nanos-0, 0.088021, 1.356735, 0.501662, 0.485873, 0.780672
service_sidecar_internal_req_latency_nanos-1, 0.045694, 1.432526, 0.454372, 0.391807, 0.796979
service_sidecar_internal_req_latency_nanos-2, 0.164638, 0.776545, 0.476271, 0.516259, 0.752276
service_sidecar_internal_req_latency_nanos-3, 0.139246, 0.934012, 0.447078, 0.471145, 0.672814
service_sidecar_internal_req_latency_nanos-4, 0.092203, 1.512470, 0.459900, 0.421073, 0.751300
service_sidecar_internal_req_latency_nanos-5, 0.128019, 1.362486, 0.495433, 0.482653, 1.079694
service_sidecar_internal_req_latency_nanos-6, 0.077008, 1.424088, 0.518038, 0.425647, 1.118758
service_sidecar_internal_req_latency_nanos-7, 0.161018, 1.269468, 0.489037, 0.439026, 0.903033
service_sidecar_internal_req_latency_nanos-8, 0.078025, 1.372569, 0.449128, 0.414040, 0.871987
service_sidecar_internal_req_latency_nanos-9, 0.119448, 1.320170, 0.488382, 0.504047, 0.850923
service_sidecar_internal_req_latency_nanos-10, 0.153969, 1.316486, 0.483740, 0.465213, 0.746714
service_sidecar_internal_req_latency_nanos-11, 0.153979, 1.390075, 0.504334, 0.479854, 0.949051
service_sidecar_internal_req_latency_nanos-12, 0.160000, 1.497568, 0.473683, 0.437169, 1.061209
service_sidecar_internal_req_latency_nanos-13, 0.092737, 1.327861, 0.489340, 0.454195, 1.090697
service_sidecar_internal_req_latency_nanos-14, 0.154742, 1.028730, 0.495350, 0.521030, 0.755924
service_sidecar_internal_req_latency_nanos-15, 0.061162, 1.318058, 0.455270, 0.423516, 0.730503
service_sidecar_internal_req_latency_nanos-16, 0.123237, 1.507169, 0.518277, 0.439769, 1.364225
service_sidecar_internal_req_latency_nanos-17, 0.177301, 1.332904, 0.469376, 0.441826, 0.732066
service_sidecar_internal_req_latency_nanos-18, 0.059057, 1.338286, 0.486019, 0.485876, 0.876696
service_sidecar_internal_req_latency_nanos-19, 0.148418, 1.029823, 0.433317, 0.410505, 0.798503
service_sidecar_internal_req_latency_nanos-20, 0.168428, 1.297155, 0.492057, 0.473044, 0.829287
service_sidecar_internal_req_latency_nanos-21, 0.127607, 0.766409, 0.424497, 0.467202, 0.598858
service_sidecar_internal_req_latency_nanos-22, 0.136849, 1.453258, 0.500451, 0.442987, 1.041996
service_sidecar_internal_req_latency_nanos-23, 0.107967, 1.369213, 0.535266, 0.531778, 1.139366
service_sidecar_internal_req_latency_nanos-24, 0.081656, 1.032857, 0.442931, 0.425655, 0.679083
service_sidecar_internal_req_latency_nanos-25, 0.077177, 1.354265, 0.536817, 0.442388, 1.288763
service_sidecar_internal_req_latency_nanos-26, 0.123710, 1.427074, 0.514097, 0.502192, 1.208539
service_sidecar_internal_req_latency_nanos-27, 0.105567, 1.492772, 0.535007, 0.516715, 1.041265
service_sidecar_internal_req_latency_nanos-28, 0.142619, 1.430133, 0.444444, 0.373150, 0.836548
service_sidecar_internal_req_latency_nanos-29, 0.104815, 0.748446, 0.394892, 0.403020, 0.679455
service_sidecar_internal_req_latency_nanos-30, 0.120075, 1.316503, 0.462266, 0.423407, 0.805179
service_sidecar_internal_req_latency_nanos-31, 0.071028, 0.845503, 0.363533, 0.298680, 0.745951
