0.235265,0.093742,0.055653,0.159533,0.091084,0.120129,0.082637,0.240569,0.205197,0.217287,0.051582,0.231914,0.215537,0.279645,0.068430,0.159820,0.252239,0.209916,0.059885,0.110251,0.162584,0.298312,0.078687,0.304810,0.207220,0.136842,0.239288,0.215681,0.196370,0.254793,0.196401,0.174919,0.238870,0.257740,0.212964,0.139829,0.346634,0.237864,0.295182,0.231969,0.071576,0.253223,0.294472,0.278529,0.346301,0.136462,0.106835,0.277106,0.329700,0.197305,0.200359,0.108817,0.258788,0.357448,0.249853,0.145764,0.287313,0.055522,0.311807,0.256546,0.078904,0.226496,0.244032,0.048055,0.147502,0.154631,0.354699,0.160793,0.186030,0.164659,0.343183,0.170357,0.213688,0.302900,0.206043,0.169759,0.131596,0.091861,0.284847,0.248318,0.103703,0.149545,0.234244,0.149524,0.327556,0.238570,0.208541,0.215368,0.203807,0.168997,0.240778,0.203188,0.199019,0.192723,0.149028,0.221491,0.153570,0.236667,0.231710,0.315189,0.197063,0.333102,0.199905,0.301951,0.235274,0.201255,0.239563,0.233199,0.149444,0.205729,0.147732,0.171137,0.344727,0.147624,0.259655,0.077321,0.209017,0.123696,0.220799,0.226760,0.133459,0.265498,0.234162,0.235618,0.321339,0.264191,0.146595,0.224901,0.227616,0.179406,0.164638,0.314996,0.320574,0.210315,0.242953,0.242154,0.354745,0.205198,0.279435,0.153979,0.222905,0.193299,0.154742,0.095879,0.143033,0.246221,0.232944,0.199499,0.201109,0.136004,0.220259,0.348294,0.341404,0.077177,0.222896,0.314346,0.214879,0.328567,0.193070,0.094709
0.012929,0.038123,0.211364,0.065290,0.069437,0.233508,0.171119,0.211528,0.145303,0.214451,0.211954,0.209512,0.201122,0.062111,0.075875,0.217588,0.134144,0.153818,0.131092,0.042260,0.108125,0.150661,0.052848,0.104661,0.212210,0.106999,0.209097,0.116403,0.045941,0.046555,0.058161,0.237926,0.134927,0.125923,0.134902,0.112111,0.079554,0.040538,0.126682,0.146558,0.058862,0.179814,0.259113,0.187372,0.175351,0.209081,0.174866,0.157467,0.150192,0.240010,0.183422,0.165336,0.184985,0.243679,0.157429,0.152052,0.133042,0.162592,0.179195,0.249637,0.244488,0.152643,0.239667,0.161294,0.139467,0.235634,0.066394,0.206751,0.068794,0.108940,0.129756,0.146711,0.247490,0.156287,0.255201,0.149438,0.208998,0.102929,0.204127,0.232957,0.214311,0.251957,0.129367,0.129141,0.134021,0.261030,0.218294,0.149652,0.160444,0.227290,0.151005,0.160717,0.209942,0.201861,0.258820,0.137593,0.233587,0.058368,0.254266,0.226236,0.220848,0.211433,0.203878,0.212192,0.214871,0.262243,0.151768,0.146906,0.264111,0.206843,0.200801,0.141666,0.164902,0.180145,0.148119,0.154669,0.242005,0.145873,0.220617,0.219928,0.104369,0.260446,0.156638,0.233267,0.186943,0.205843,0.201673,0.202242,0.179076,0.045694,0.254388,0.257900,0.163011,0.192064,0.221100,0.190368,0.183146,0.183377,0.153969,0.216949,0.160000,0.153589,0.198365,0.209523,0.246765,0.189893,0.248184,0.218416,0.192489,0.159272,0.136849,0.126034,0.147226,0.253155,0.137170,0.241370,0.243697,0.163632,0.151870,0.165652
0.053745,0.240477,0.237700,0.184694,0.041542,0.145889,0.127909,0.193557,0.132101,0.237556,0.179503,0.228808,0.243226,0.145363,0.129864,0.127763,0.198523,0.175535,0.207715,0.094631,0.201337,0.068300,0.117208,0.058817,0.058240,0.222186,0.172549,0.236319,0.184810,0.124922,0.062232,0.060888,0.086445,0.136390,0.189974,0.200169,0.098142,0.095145,0.127668,0.147313,0.151688,0.223018,0.244992,0.183975,0.181224,0.233532,0.197771,0.200882,0.158267,0.203319,0.223198,0.169077,0.190888,0.157893,0.197029,0.128724,0.147678,0.198713,0.151879,0.165945,0.165839,0.145879,0.128016,0.205055,0.200086,0.236119,0.078544,0.193975,0.097478,0.121245,0.181811,0.180207,0.131114,0.178456,0.105862,0.221669,0.158444,0.071425,0.145786,0.211681,0.213935,0.150329,0.107651,0.127570,0.166167,0.231371,0.186903,0.231336,0.191669,0.193596,0.229607,0.209278,0.154874,0.154733,0.156600,0.149946,0.120556,0.081475,0.146814,0.160399,0.207488,0.071517,0.115690,0.201488,0.058232,0.078415,0.179564,0.136875,0.183515,0.208235,0.201047,0.097257,0.216479,0.110662,0.238314,0.237937,0.195007,0.234413,0.233444,0.190001,0.203663,0.242547,0.240996,0.217216,0.202333,0.191319,0.082026,0.160111,0.088021,0.163419,0.165921,0.139246,0.092203,0.128019,0.077008,0.196011,0.199737,0.206178,0.210417,0.174904,0.204594,0.165212,0.185164,0.160738,0.185302,0.202811,0.059057,0.218628,0.168428,0.127607,0.230603,0.107967,0.136246,0.155954,0.127076,0.130642,0.187151,0.196415,0.146188,0.071028
0.067759,0.477763,0.139867,0.306164,0.178218,0.466435,0.452520,0.114092,0.286792,0.089925,0.458070,0.304206,0.069505,0.068579,0.254052,0.150082,0.129754,0.076908,0.180932,0.131550,0.313303,0.287281,0.293913,0.478000,0.393874,0.469663,0.340420,0.269494,0.049801,0.346236,0.323901,0.058775,0.050174,0.184520,0.307812,0.163117,0.166340,0.293786,0.180900,0.164775,0.332930,0.312183,0.307519,0.470231,0.295836,0.220454,0.298200,0.305712,0.145717,0.329685,0.308492,0.465623,0.216023,0.292379,0.464979,0.164039,0.167816,0.318196,0.330683,0.486833,0.064026,0.189504,0.322871,1.224457,0.323266,0.254266,0.463142,0.229321,0.312415,0.308133,0.281500,0.290242,0.314796,0.348360,0.265045,0.168669,0.318471,0.303653,0.455318,0.310426,0.248048,0.454222,0.304773,0.087476,0.300297,0.468324,0.224425,0.145587,0.327300,0.389799,0.295739,0.066539,0.381258,0.302854,0.458359,0.314741,0.461886,0.204772,0.292000,0.159218,0.264377,0.288881,1.217932,0.339310,0.112404,0.294783,0.247253,0.232574,0.257885,0.127265,0.318211,0.480856,0.081473,0.478494,0.482218,0.335970,1.219865,0.178638,0.124337,0.143506,0.298062,0.308399,0.332993,0.183410,0.302071,0.326763,0.157324,0.209985,0.342017,0.297763,0.181592,0.286717,0.313333,1.216848,1.223957,0.171201,0.078025,0.126883,0.218112,0.479854,0.186415,0.145162,0.236597,0.126516,0.123237,0.302873,0.239857,0.148418,0.267779,0.318501,0.287300,0.111983,0.342039,1.227874,0.331368,0.260280,0.142619,0.143248,0.204433,0.336990
0.071545,0.144586,0.274990,0.271152,0.154794,0.249797,0.288446,0.160865,0.178440,0.209720,0.285248,0.298006,0.195116,0.166138,0.286729,0.118989,0.167898,0.123782,0.085882,0.109406,0.103244,0.180984,0.142626,0.125021,0.184348,0.166983,0.267526,0.153618,0.092673,0.168141,0.093660,0.178817,0.241675,0.105799,0.154970,0.151396,0.302645,0.172092,0.177145,0.184911,0.234691,0.191679,0.274939,0.281053,0.197278,0.145504,0.247422,0.278097,0.170905,0.261171,0.196833,0.160266,0.146909,0.124933,0.194627,0.198299,0.185988,0.136560,0.166806,0.296911,0.308262,0.160404,0.164138,0.148746,0.114607,0.158555,0.302498,0.180395,0.173191,0.288780,0.294735,0.145461,0.297585,0.193576,0.257048,0.207998,0.273274,0.154787,0.183248,0.156175,0.231558,0.176289,0.313317,0.176377,0.180885,0.199545,0.300827,0.245091,0.134572,0.238878,0.255820,0.153395,0.280854,0.173227,0.168128,0.205992,0.309756,0.305237,0.254141,0.297811,0.122765,0.122144,0.286269,0.143072,0.188257,0.279846,0.256268,0.285777,0.257108,0.090117,0.155023,0.256178,0.100488,0.181110,0.116015,0.165488,0.153574,0.234653,0.153148,0.154826,0.250236,0.199806,0.157884,0.279217,0.237518,0.174510,0.147581,0.274448,0.242866,0.161286,0.296900,0.186518,0.094835,0.154130,0.178775,0.161018,0.262829,0.119448,0.208877,0.182340,0.296169,0.270510,0.171641,0.310686,0.247022,0.184126,0.147712,0.240215,0.217252,0.176922,0.187213,0.251700,0.177696,0.168895,0.127785,0.119511,0.292169,0.169762,0.189472,0.147130
0.347966,0.483009,0.181314,0.428842,0.284529,0.146760,0.489638,0.485680,0.461951,0.422120,0.494061,0.207773,0.492547,0.302943,0.193672,0.123339,0.290983,0.411073,0.505188,0.389336,0.260714,0.291003,0.144578,0.426073,0.196656,0.122451,0.360648,0.362772,0.216754,0.477702,0.276840,0.300288,0.332625,0.154868,0.296654,0.360953,0.479675,0.217646,0.160667,0.412841,0.236676,0.409765,0.184894,0.286610,0.199349,0.345176,0.427345,0.395781,0.359986,0.489160,0.324384,0.300841,0.449201,0.478051,0.545030,0.524721,0.287221,0.579820,0.349372,0.464154,0.481219,0.302659,0.545626,0.436266,0.359464,0.311691,0.429207,0.342422,0.385246,0.514410,0.366077,0.443799,0.116795,0.199494,0.551162,0.177105,0.154191,0.161138,0.219959,0.237972,0.073890,0.462531,0.334052,0.478851,0.300983,0.501234,0.477328,0.517570,0.153202,0.243418,0.359176,0.378897,0.539281,0.343161,0.461848,0.472191,0.515172,0.272074,0.345918,0.338673,0.411350,0.307141,0.404237,0.201095,0.227559,0.342154,0.180582,0.239128,0.211698,0.291298,0.283206,0.280988,0.094384,0.212561,0.423672,0.541798,0.228390,0.170076,0.549605,0.356456,0.200733,0.175881,0.575703,0.288470,0.381233,0.237733,0.194139,0.375404,0.475329,0.180235,0.217764,0.410208,0.297277,0.313185,0.377376,0.483350,0.257245,0.485733,0.483610,0.283195,0.535932,0.454195,0.572263,0.468364,0.361037,0.502328,0.464656,0.183126,0.473044,0.216729,0.217535,0.307592,0.433255,0.426036,0.503534,0.105567,0.373150,0.530524,0.537894,0.404952
0.556521,0.669955,0.526754,0.635226,0.562414,0.592581,0.071652,0.513896,0.457381,0.526090,0.659171,0.466901,0.604328,0.267962,0.532032,0.282880,0.445072,0.636544,0.496737,0.652366,0.233188,0.151847,0.571920,0.543142,0.550262,0.492180,0.654800,0.450727,0.670104,0.654272,0.483242,0.522166,0.669470,0.279855,0.259950,0.543595,0.080957,0.650352,0.061915,0.436359,0.203552,0.662011,0.637243,0.530213,0.546241,0.597373,0.111544,0.577059,0.058645,0.110993,0.363677,0.667423,0.622854,0.368577,0.297441,0.437407,0.615641,0.628377,0.618986,0.517756,0.582494,0.635321,0.498764,0.277172,0.600747,0.602569,0.496744,0.494926,0.635251,0.443206,0.574223,0.523491,0.294562,0.469348,0.582063,0.444390,0.046502,0.544425,0.656749,0.643009,0.075209,0.585120,0.649775,0.505930,0.676378,0.474418,0.628039,0.621978,0.264256,0.240121,0.253936,0.522678,0.607817,0.485172,0.278950,0.638305,0.538856,0.299587,0.656278,0.473668,0.456597,0.655423,0.520895,0.443351,0.207213,0.101267,0.151432,0.479525,0.510523,0.064258,0.443459,0.505610,0.285475,0.614439,0.587776,0.226908,0.097875,0.259828,0.548166,0.278113,0.286837,0.367565,0.227029,0.605269,0.403146,0.299731,0.610405,0.598473,0.215140,0.681185,0.522972,0.198059,0.547713,0.261533,0.088954,0.239529,0.148560,0.584098,0.361029,0.185996,0.514711,0.376894,0.638587,0.546462,0.285063,0.281571,0.682019,0.225609,0.602103,0.176518,0.657141,0.580626,0.497861,0.625084,0.453481,0.285037,0.470580,0.685724,0.243178,0.377016
0.062576,0.537648,0.504754,0.535941,0.557226,0.152200,0.550063,0.585582,0.337459,0.243093,0.647710,0.518991,0.349074,0.183853,0.535731,0.338262,0.607080,0.315569,0.535161,0.525064,0.619513,0.556982,0.501992,0.079252,0.653586,0.598365,0.222072,0.535848,0.564975,0.292154,0.367342,0.259560,0.168986,0.637476,0.671289,0.183580,0.453253,0.532614,0.550541,0.639451,0.687874,0.541008,0.083293,0.668012,0.157878,0.318341,0.561299,0.550650,0.199619,0.197737,0.535510,0.466485,0.473446,0.281218,0.635059,0.219645,0.645758,0.647081,0.562693,0.252323,0.661109,0.238679,0.500242,0.565758,0.267641,0.295659,0.593013,0.566071,0.460035,0.500248,0.661078,0.646934,0.542555,0.559786,0.500342,0.531838,0.398596,0.240718,0.309166,0.559972,0.645095,0.680574,0.555488,0.678771,0.541849,0.555503,0.528475,0.386122,0.589124,0.532686,0.399923,0.444211,0.515914,0.535248,0.688709,0.562932,0.511698,0.542505,0.589084,0.514493,0.636220,0.155056,0.150400,0.538599,0.451930,0.084769,0.287972,0.267746,0.337189,0.599831,0.262678,0.169808,0.243268,0.553518,0.524593,0.529527,0.701964,0.512990,0.183615,0.384785,0.590486,0.535623,0.530689,0.603480,0.487058,0.672071,0.260375,0.466659,0.548731,0.447210,0.409456,0.393237,0.305063,0.546880,0.554570,0.615202,0.519031,0.170893,0.699718,0.267506,0.216352,0.433506,0.522311,0.532062,0.657290,0.531741,0.530722,0.500194,0.680071,0.540081,0.526855,0.618446,0.611497,0.437687,0.686069,0.689447,0.257367,0.673185,0.296058,0.187472
0.105589,0.139748,0.172185,0.178533,0.217659,0.191869,0.116634,0.158500,0.099134,0.073671,0.572124,0.463356,0.288512,0.327648,0.450821,0.383039,0.222317,0.460975,0.383935,0.464299,0.205768,0.552929,0.315293,0.542288,0.403560,0.379673,0.400022,0.376877,0.565747,0.374512,0.373346,0.558463,0.539623,0.235774,0.216122,0.558498,0.375811,0.386664,0.401183,0.504268,0.383627,0.385867,0.411009,0.264257,0.376236,0.547222,0.378779,0.499814,0.317066,0.408224,0.466622,0.394277,0.272187,0.400288,0.330564,0.245385,0.287052,0.544649,0.376025,0.550308,0.240488,0.331440,0.404684,0.534151,0.407723,0.306448,0.329307,0.558614,0.441302,0.278883,0.302513,0.312107,0.338103,0.383674,0.203131,0.213976,0.241096,0.531271,0.381279,0.540580,0.505637,0.497987,0.515048,0.534229,0.392729,0.167545,0.115694,0.450429,0.480600,0.257792,0.319585,0.186285,0.354862,0.266005,0.515624,0.374532,0.382865,0.512123,0.491867,0.259667,0.495973,0.443646,0.395640,0.266053,0.444698,0.487116,0.401264,0.430812,0.446708,0.330488,0.349390,0.409167,0.392468,0.390433,0.269797,0.294783,0.401289,0.354225,0.399511,0.344288,0.451246,0.306896,0.440780,0.382319,0.151871,0.360310,0.325314,0.382808,0.493854,0.313571,0.382438,0.541182,0.404172,0.344048,0.390496,0.344077,0.414040,0.261978,0.358317,0.192241,0.544792,0.092737,0.563167,0.403142,0.512508,0.383549,0.513655,0.290076,0.259872,0.403423,0.300136,0.325444,0.306613,0.255254,0.502453,0.486277,0.536667,0.356658,0.407013,0.093696
0.511611,0.435964,0.499214,0.491888,0.537742,0.529061,0.529082,0.561789,0.300064,0.504835,0.520000,0.518997,0.532242,0.505992,0.605529,0.494265,0.556549,0.541380,0.531438,0.530980,0.609064,0.503390,0.330444,0.508087,0.273198,0.608887,0.593102,0.472183,0.609679,0.495318,0.301534,0.274318,0.540724,0.434634,0.516453,0.524181,0.271787,0.517583,0.613476,0.595099,1.388423,0.600082,0.522593,0.599778,0.481964,0.591454,0.535015,0.502996,0.611046,0.496621,0.505805,0.340707,0.613459,0.500031,0.519521,0.580114,0.406643,0.571959,0.475499,0.616122,0.433034,0.564286,0.580484,1.386637,0.580974,0.538568,0.562729,0.490241,0.423746,0.614695,1.366579,0.598025,0.513791,0.275232,0.569218,0.502278,1.399718,0.536276,0.591235,1.358198,0.619568,0.581827,0.407645,0.504214,1.396909,0.386920,1.394405,0.603909,0.434886,0.525203,0.590572,0.255070,0.619732,0.526257,0.533279,0.509494,0.555228,0.542538,0.566075,0.597519,0.520802,0.534070,0.334385,0.585559,1.321964,0.326270,0.555439,0.495499,0.396599,0.525355,0.411877,0.520969,0.536722,0.590429,1.321134,0.456482,0.598081,1.361816,0.563198,0.492690,0.554327,0.596884,0.607861,0.606092,0.249747,0.425854,0.501546,0.503539,1.356735,0.589979,0.557667,0.486607,0.262688,1.362486,0.517705,0.518823,0.477861,0.515521,0.557912,0.492337,0.596200,1.327861,0.501744,0.582198,0.490582,0.581718,0.596147,0.337188,0.609735,0.590310,0.599255,1.369213,0.487959,1.354265,0.522179,0.497609,0.289217,0.582395,0.527765,0.592025
