0.031601,0.247752,0.059344,0.114935,0.219941,0.274622,0.196255,0.090220,0.141507,0.168715
0.352386,0.473220,0.531299,0.120237,0.229210,0.409612,0.179189,0.587617,0.067565,0.289178
0.423694,0.532780,0.476728,0.371560,0.213205,0.113426,0.061209,0.322697,0.267728,0.167930
0.497594,0.303567,0.155793,0.245618,0.198393,0.105343,0.400692,0.353120,0.449021,0.056015
0.557457,0.136934,0.496987,0.256768,0.428571,0.377153,0.620484,0.200554,0.316140,0.069510
0.678317,0.216937,0.074202,0.276929,0.542487,0.408790,0.343495,0.139634,0.473698,0.611791
1.586238,0.377900,1.043219,1.252239,1.903490,1.414529,2.091915,0.770981,1.748079,0.572477
0.765913,1.016832,1.142851,1.386804,0.889836,0.275045,0.397549,1.267298,0.520762,0.644966
0.458544,0.111603,0.304389,0.503989,0.252097,0.160369,0.052674,0.208667,0.410306,0.355394
0.325745,0.063530,0.379587,0.272582,0.111740,0.493896,0.548094,0.223784,0.167967,0.435055
0.616446,0.129062,0.313284,0.188503,0.363725,0.556886,0.250430,0.063309,0.496797,0.427681
0.161665,0.250617,0.637992,0.710486,0.392314,0.793028,0.328518,0.078293,0.558968,0.479420
0.325372,0.469093,0.127895,0.260406,0.060059,0.670987,0.534326,0.390985,0.199587,0.603483
0.211328,0.361810,0.282454,0.568720,0.142106,0.504633,0.079879,0.642880,0.715533,0.434188
0.159742,0.770056,0.465023,0.227982,0.688909,0.540174,0.084013,0.389437,0.308756,0.617750
0.380383,0.283866,0.758898,0.092837,0.937240,0.184847,0.851289,0.470859,0.668522,0.567338
0.422209,1.020392,0.560175,0.829685,0.196000,0.284221,0.917264,0.747979,0.651717,0.098759
0.217617,0.392038,0.301600,0.257932,0.126481,0.168831,0.046004,0.087784,0.437584,0.346378
1.624375,0.937849,1.078581,1.354349,0.795337,0.653455,0.520574,1.289895,1.499525,0.388179
1.283896,0.941314,1.556508,0.431267,0.580588,1.812999,1.712107,0.735982,1.103133,1.929993
0.596161,0.142074,0.531474,0.269586,0.398916,0.067324,0.661010,0.467476,0.207467,0.336569
0.168043,0.350641,0.523331,0.782402,0.083040,0.254781,0.705375,0.436890,0.868804,0.618512
0.227133,0.082515,0.156116,0.436459,0.496026,0.302532,0.372142,0.643152,0.714984,0.575211
0.474383,0.917341,0.643496,0.553912,0.097588,0.193048,0.737753,0.822497,0.281162,0.373525
0.087612,0.683179,0.349570,0.853144,0.591493,0.436088,0.265351,0.516364,0.770141,0.175514
0.105392,0.407201,0.200498,0.491588,0.965421,0.296708,0.692265,0.881668,0.788388,0.590369
0.480693,0.737045,0.921408,0.556351,0.086537,0.368659,0.285547,0.834258,0.644566,0.201801
0.353807,0.181707,0.791943,0.523154,0.432258,0.612910,0.699507,0.266698,0.975337,0.886472
0.456376,0.584363,0.063496,0.244095,0.116350,0.637545,0.399874,0.521373,0.181384,0.342372
