0.053599,0.540739,0.469093,0.170261,0.227405,0.108500,0.413763,0.354390,0.291626,0.579789
0.907021,0.531229,0.649364,0.412140,0.157607,1.024481,1.275526,0.774498,1.150891,0.283365
0.697201,0.274992,1.573361,0.978246,1.421989,0.410861,1.284871,0.562353,1.133134,0.835639
0.824086,1.031021,0.966712,1.258803,0.764249,1.867205,1.189726,0.903066,1.109441,1.324392
24.250693,23.631347,23.989606,24.122924,23.697140,24.052269,23.925185,23.771333,23.849252,24.189811
12.983516,12.622768,12.915901,13.069055,12.847367,12.559268,24.289872,12.697541,12.781178,24.212941
23.574724,24.074485,23.704886,24.145808,23.853902,23.639154,24.003238,23.782767,24.226755,23.924032
14.199087,6.385492,13.950999,14.098028,14.049333,6.342572,6.300329,14.004428,14.156722,6.430331
0.037812,0.074566,0.112819,0.304103,0.188418,0.382023,0.348353,0.229348,0.154585,0.264357
0.500850,0.438315,0.379065,0.634274,0.322936,0.060593,0.187964,0.261707,0.567869,0.118830
0.397729,0.481325,0.313682,0.275148,0.569513,0.232109,0.526298,0.193923,0.443015,0.353449
0.413491,0.229218,0.187116,0.102628,0.145957,0.451888,0.055750,0.276047,0.370849,0.318408
0.254768,0.581677,0.661378,0.312676,0.529125,0.362765,0.062269,0.183517,0.432267,0.114323
0.406418,0.352031,0.478128,0.061234,0.537623,0.592200,0.119723,0.185072,0.300180,0.239172
0.269486,1.039164,0.847001,0.948500,0.365638,0.755714,1.144341,0.573674,0.466413,0.665280
0.606890,0.357341,0.536603,0.249240,0.165892,0.463836,0.087102,0.840304,0.698605,0.766036
0.690557,0.842682,0.433852,0.619219,0.175302,0.761552,0.268818,0.358872,0.532107,0.082108
0.658006,0.458932,0.521484,0.396668,0.123705,0.058604,0.328517,0.193006,0.598801,0.255033
0.766422,0.599570,0.342326,0.431545,0.264530,0.837942,0.691715,0.522064,0.097989,0.182280
0.601833,0.487187,0.425564,0.672064,0.074486,0.545186,0.208927,0.362933,0.282374,0.139868
0.681731,0.066748,0.280837,0.352854,0.497166,0.556776,0.218958,0.424565,0.141854,0.623417
0.449810,0.055842,0.224348,0.504842,0.559885,0.173110,0.339767,0.282769,0.123505,0.394305
0.069747,0.274069,0.703903,0.139899,0.426714,0.633961,0.499807,0.572850,0.356427,0.208212
0.457418,0.648840,0.141279,0.399998,0.518939,0.267878,0.590022,0.209733,0.080754,0.336356
0.483122,0.618730,0.780828,0.689071,0.269553,0.129050,0.338109,0.199442,0.412963,0.069919
0.693408,0.262324,0.515550,0.859312,0.087484,0.772360,0.436168,0.609394,0.185110,0.344515
0.129268,0.753929,0.213388,0.486133,0.395394,0.665330,0.585774,0.953120,0.858655,0.305552
0.665472,0.768171,0.329291,0.989642,0.880604,1.085541,0.565179,0.447481,1.213596,0.228923
0.080579,0.767963,0.499241,0.857147,0.161985,0.331637,0.260258,0.590868,0.687046,0.413970
