0.359234,0.511766,0.567912,0.558559,0.503015,0.521375,0.475444,0.368528,0.466042,0.484593,0.396648,0.530801,0.406233,0.433989,0.424436,0.577714,0.493978,0.540004,0.349777,0.456571,0.415291,0.443499,0.549649,0.378032,0.387569
0.996087,0.841970,1.176285,0.784465,0.870060,1.235471,0.763547,0.806171,1.156061,0.953109,1.131868,1.039845,0.974894,0.890033,1.198687,0.828368,1.272396,0.910390,0.931242,1.257664,1.213596,1.062503,1.082658,1.103896,1.018284
1.091430,1.068070,0.979789,1.079240,1.213426,1.185167,1.102734,1.058200,0.956721,1.113915,1.225546,1.013173,0.990590,0.968010,1.124780,1.036050,1.165435,1.135923,1.248180,1.259289,1.047155,1.236175,1.024144,1.001579,1.147536
1.044000,1.275455,1.121833,1.032113,1.158320,1.205139,1.240925,1.170214,1.327565,1.287439,1.338466,1.227934,1.362122,1.350087,1.314816,1.303649,1.215908,1.193923,1.385437,1.145337,1.134787,1.375009,1.264751,1.182017,1.253051
24.152816,24.235556,24.194557,24.277318,24.208008,23.926757,24.092247,23.996289,24.180548,24.222058,23.982268,23.954233,24.123997,24.291801,24.050433,24.029796,24.263482,24.107997,23.968084,24.166553,23.940373,24.010127,24.249560,24.069731,24.138684
24.179094,23.975372,24.165774,24.044184,24.231562,24.152065,24.071656,24.126144,24.205288,24.261298,24.248222,24.217480,24.028059,24.138769,24.113095,24.100361,24.015773,24.191411,24.001242,24.087074,24.058546,24.275849,24.287593,24.300674,23.988449
13.849632,13.593645,13.546555,13.528697,13.800382,13.750781,13.610262,13.508392,13.866022,13.695431,13.712080,13.767481,13.563064,13.678857,13.491838,13.883780,13.628610,13.733662,13.902239,13.783916,13.833032,13.645531,13.816835,13.579335,13.662606
13.895048,14.127896,14.042788,14.175340,14.007559,13.987043,14.073273,14.020681,14.118611,14.095031,14.073234,13.940003,14.164790,13.936349,14.073224,13.975459,14.107689,14.084437,13.975473,14.163177,13.975101,13.996450,13.936347,14.162968,13.936433
0.252876,0.425178,0.411520,0.411803,0.312741,0.252766,0.252428,0.275514,0.291512,0.460034,0.436515,0.416091,0.188018,0.448338,0.336024,0.369985,0.358674,0.300822,0.252699,0.267556,0.252735,0.252665,0.324371,0.347719,0.381516
0.351676,0.258725,0.234404,0.296207,0.318131,0.364458,0.370390,0.263986,0.285623,0.403955,0.458115,0.275146,0.382224,0.222767,0.458047,0.461479,0.428710,0.391796,0.414242,0.307205,0.328065,0.482983,0.471681,0.257976,0.338858
0.450001,0.311241,0.264862,0.275087,0.348396,0.417443,0.375326,0.460405,0.316548,0.513085,0.481444,0.439113,0.363580,0.396816,0.502369,0.285670,0.491802,0.327306,0.428542,0.470836,0.407225,0.337833,0.539045,0.385793,0.296124
0.477077,0.466640,0.488150,0.345595,0.377336,0.303578,0.452940,0.498647,0.442209,0.356229,0.409326,0.292986,0.431463,0.271592,0.419913,0.282433,0.334955,0.519624,0.366972,0.508920,0.388010,0.530152,0.398930,0.314037,0.324911
0.394354,0.470473,0.643860,0.529889,0.576827,0.775845,0.452169,0.489834,0.881416,0.665224,0.796525,0.901252,0.414060,0.686382,0.728643,0.706829,0.859655,0.838385,0.550521,0.601801,0.622670,0.750122,0.432637,0.818047,0.510051
0.703775,0.604773,0.857816,0.472273,0.800387,0.838223,0.778645,0.623800,0.760413,0.741556,0.919336,0.642951,0.900546,0.566075,0.819273,0.452375,0.548462,0.510317,0.585379,0.721943,0.664598,0.490490,0.684333,0.880042,0.529342
0.423225,0.628855,0.466444,0.553202,0.578978,0.541644,0.384642,0.503157,0.604020,0.491107,0.654043,0.478050,0.448564,0.435111,0.671007,0.640907,0.516246,0.371979,0.422993,0.591419,0.359379,0.529221,0.565473,0.397430,0.622459
0.522676,0.559606,0.447395,0.676468,0.622270,0.663966,0.472526,0.609555,0.638822,0.510089,0.701914,0.497277,0.548156,0.584566,0.726624,0.597213,0.484618,0.434523,0.689437,0.459684,0.651500,0.572539,0.535128,0.714233,0.417441
0.486357,0.817744,0.868884,0.576693,0.730721,0.785748,0.503397,0.611084,0.902815,0.679353,0.523754,0.802852,0.628423,0.852076,0.768869,0.542456,0.645175,0.696639,0.559558,0.886395,0.751803,0.593941,0.834948,0.713586,0.662346
0.535132,0.355876,0.647266,0.393135,0.510394,0.455602,0.368241,0.522252,0.571546,0.596498,0.634220,0.479905,0.659569,0.430354,0.381022,0.493762,0.547253,0.467519,0.621428,0.609118,0.583688,0.559303,0.442788,0.405106,0.418658
0.851884,0.609560,0.579687,0.820931,0.728532,0.594157,0.548879,0.790049,0.517403,0.532302,0.639814,0.625123,0.657163,0.466306,0.836354,0.744737,0.759562,0.486385,0.502190,0.712851,0.671356,0.686949,0.773772,0.804176,0.564497
0.394002,0.475986,0.592138,0.456554,0.513483,0.503806,0.544093,0.614948,0.563604,0.418199,0.484875,0.427930,0.467087,0.403228,0.582129,0.553287,0.384463,0.375790,0.615118,0.494787,0.534455,0.446626,0.572615,0.523591,0.437515
0.451936,0.467093,0.436211,0.276111,0.300614,0.365738,0.358271,0.292891,0.373923,0.420343,0.389726,0.459156,0.285039,0.350310,0.308406,0.475010,0.411960,0.427957,0.381348,0.342177,0.396710,0.443759,0.404490,0.320340,0.333452
0.510387,0.388170,0.561322,0.469150,0.486297,0.553174,0.404406,0.494139,0.526829,0.419899,0.502265,0.537075,0.477761,0.444523,0.380837,0.453525,0.545554,0.364374,0.436436,0.396471,0.412124,0.428098,0.460693,0.518335,0.372615
0.450998,0.512868,0.551024,0.525606,0.596455,0.501610,0.538031,0.745657,0.765739,0.488954,0.793381,0.630553,0.780183,0.463916,0.732434,0.680673,0.616384,0.699709,0.643417,0.662660,0.720739,0.581369,0.568048,0.711205,0.476540
0.626726,0.414775,0.478472,0.560502,0.541656,0.580200,0.452373,0.423901,0.522624,0.617134,0.461537,0.433852,0.570850,0.589167,0.550729,0.497712,0.606794,0.598342,0.488250,0.532011,0.469424,0.635012,0.648022,0.442033,0.512551
1.479113,1.130634,1.507541,1.158715,1.419615,1.629651,1.272794,1.829046,1.187214,1.742840,1.301978,1.686540,1.535886,1.364802,1.216487,1.598511,1.713495,1.563190,1.450202,1.770741,1.391972,1.243305,1.657034,1.336155,1.800926
1.069960,0.623913,0.836173,0.568175,0.913276,0.752195,1.122262,0.887801,0.649817,0.701095,0.962350,0.675574,0.778652,0.599460,0.804297,1.013366,1.038027,0.726762,1.200618,0.988001,0.936442,1.173911,1.096020,1.147421,0.862278
0.478053,0.580459,0.542634,0.741552,0.503843,0.490871,0.792299,0.779520,0.529187,0.663460,0.644667,0.592457,0.567103,0.727391,0.619672,0.754330,0.689489,0.702170,0.606058,0.715147,0.554262,0.632218,0.676270,0.765710,0.517008
0.700101,0.536780,0.686436,0.632004,0.659248,0.747655,0.789405,0.604724,0.829865,0.564357,0.717481,0.618697,0.550985,0.591301,0.775221,0.672787,0.869988,0.761413,0.645738,0.802823,0.842897,0.577938,0.732926,0.816505,0.856826
0.753794,0.808092,0.951056,0.793312,0.875031,0.923013,0.652427,0.739984,0.909199,0.936275,0.835446,0.670835,0.965223,0.766519,0.685236,0.625104,0.862334,0.895626,0.712262,0.821339,0.848346,0.725715,0.698337,0.780042,0.639093
